Years,Team,Conf,AdjO,AdjO Rank,AdjD,AdjD Rank,AdjT,AdjT Rank,Luck,Luck Rank,,,
2009,Longwood,ind,96.8,269,112.4,326,73.8,5,0.089,13,,,
2007,Manhattan,MAAC,96.8,279,106.9,213,66.5,128,0.076,27,,,
2007,Delaware,CAA,96.8,280,111,290,63.5,260,-0.059,300,,,
2006,Delaware,CAA,96.8,267,102.6,156,67.6,80,-0.033,248,,,
2006,Nicholls,Slnd,96.8,268,112.7,313,69.1,45,0.06,42,,,
2006,Harvard,Ivy,96.8,269,105.3,204,69.1,43,0.016,127,,,
2006,Mount St. Mary's,NEC,96.8,270,104.4,193,63.4,247,-0.008,186,,,
2006,Lehigh,Pat,96.8,271,99.8,110,63.7,243,0.065,37,,,
2005,Cal Poly,BW,96.8,257,114.7,327,71.2,18,0.003,154,,,
2005,St. Francis Brooklyn,NEC,96.8,258,105,216,69.7,41,-0.028,240,,,
2004,Holy Cross,Pat,96.8,270,98,65,63.4,254,-0.141,325,,,
2004,Lipscomb,ASun,96.8,271,114.3,324,66.2,145,-0.032,241,,,
2023,Kansas City,Sum,96.7,330,108.3,237,63.9,335,-0.013,228,,,
2023,Sacred Heart,NEC,96.7,331,111.5,307,69.8,54,0.027,114,,,
2022,N.C. Central,MEAC,96.7,289,107,259,67.6,141,0.044,82,,,
2022,Southern U.,SWAC,96.7,290,100.3,125,69.9,47,-0.032,249,,,
2021,Northwestern St.,Slnd,96.7,273,110.9,327,70.8,62,0.077,34,,,
2021,Elon,CAA,96.7,274,100.9,142,66.5,265,0.014,142,,,
2020,Dartmouth,Ivy,96.7,276,99.9,121,65.8,298,-0.081,331,,,
2019,Fordham,A10,96.7,306,104.7,168,65.2,304,-0.075,329,,,
2018,Mississippi St. ,SEC,110.5,76,96.9,40,67.3,219,0.042,74,,,
2018,Louisville ,ACC,112.2,57,96.8,39,69.7,92,-0.005,187,,,
2017,SFA,Slnd,96.7,308,102.9,134,66.3,264,0.04,74,,,
2016,Saint Peter's,MAAC,96.7,311,102,120,64.5,326,-0.005,189,,,
2013,Delaware St.,MEAC,96.7,279,108.1,277,59.8,327,0.054,44,,,
2011,UT Arlington,Slnd,96.7,281,104.8,208,67.1,75,-0.072,321,,,
2010,Southern California,P10,96.7,267,86.1,1,62.2,307,-0.043,283,,,
2008,CSU Bakersfield,ind,96.7,270,114,327,65.2,164,-0.004,182,,,
2008,A&M-Corpus Christi,Slnd,96.7,271,107.1,240,63.6,234,0.02,118,,,
2005,UT Martin,OVC,96.7,259,112.5,316,67.1,120,-0.004,173,,,
2004,Mount St. Mary's,NEC,96.7,272,108.3,258,64.6,209,-0.035,246,,,
2003,Binghamton,AE,96.7,258,100.3,129,66.1,203,0.007,145,,,
2023,Southern U.,SWAC,96.6,332,104.6,153,71.3,26,-0.006,214,,,
2022,A&M-Corpus Christi ,Slnd,96.6,291,103.2,185,69.4,63,0.028,119,,,
2022,Stetson,ASun,96.6,292,109,289,65.7,255,-0.009,196,,,
2022,Gardner-Webb,BSth,96.6,293,96.4,58,67.4,155,-0.029,244,,,
2022,North Dakota,Sum,96.6,294,116.5,354,67.4,164,-0.02,222,,,
2021,Valparaiso,MVC,96.6,275,99.5,123,67,239,-0.028,247,,,
2019,Savannah St.,MEAC,96.6,307,116.1,347,74.9,3,0.061,41,,,
2019,Ark.-Pine Bluff,SWAC,96.6,308,109.7,273,65.3,296,0.023,122,,,
2019,Sacramento St.,BSky,96.6,309,106,205,68.1,146,-0.011,212,,,
2018,North Carolina ,ACC,120.3,6,96.7,38,71.2,46,-0.011,207,,,
2017,Northern Colo.,BSky,96.6,309,106.9,216,68.5,160,-0.027,253,,,
2017,Lafayette,Pat,96.6,310,113.3,321,69.3,105,0.059,41,,,
2015,Hampton ,MEAC,96.6,303,104,164,69.2,15,0.031,105,,,
2015,Stetson,ASun,96.6,304,116.3,343,65.8,99,0.006,170,,,
2015,Presbyterian,BSth,96.6,305,114.7,335,62,293,-0.005,197,,,
2014,NJIT,ind,96.6,304,110.5,270,66.5,87,0.055,64,,,
2012,NJIT,GWC,96.6,285,109.7,295,64.1,219,-0.025,238,,,
2011,SFA,Slnd,96.6,282,100.9,117,59,343,-0.039,275,,,
2010,UIC,Horz,96.6,268,104.5,215,67.3,104,-0.029,250,,,
2010,North Dakota St.,Sum,96.6,269,104.3,207,67.3,103,-0.051,299,,,
2008,McNeese,Slnd,96.6,272,103.8,175,65.2,163,0.004,158,,,
2008,Lehigh,Pat,96.6,273,104.8,193,64.2,206,0.025,111,,,
2007,Mercer,ASun,96.6,281,111.9,304,71.9,15,0.042,74,,,
2006,Western Mich.,MAC,96.6,272,103.2,168,64.7,196,0.103,10,,,
2004,Bucknell,Pat,96.6,273,101.3,125,64.5,211,-0.115,321,,,
2004,Portland St.,BSky,96.6,274,101.5,128,65.3,185,-0.065,286,,,
2004,Southern U.,SWAC,96.6,275,110,288,68,84,-0.078,302,,,
2023,Alabama A&M,SWAC,96.5,333,108,231,68.8,114,-0.01,221,,,
2022,Army West Point,Pat,96.5,295,107.6,272,68.8,89,0.025,124,,,
2021,Samford,SC,96.5,276,106,257,72.7,17,-0.035,255,,,
2021,American,Pat,96.5,277,106.2,262,67.4,215,0.065,47,,,
2020,Utah Valley,WAC,96.5,277,104.2,215,70.4,69,-0.092,338,,,
2019,UC Davis,BW,96.5,310,104.1,159,65.9,272,-0.043,279,,,
2018,Auburn ,SEC,115.4,26,96.7,37,72.6,18,0.034,94,,,
2018,Providence ,BE,108.9,100,96.7,36,67.1,227,0.074,28,,,
2017,Grambling,SWAC,96.5,311,112.7,315,67.1,225,0.049,58,,,
2017,Cleveland St.,Horz,96.5,312,103.1,139,65.4,297,-0.09,340,,,
2016,Southern Miss.,CUSA,96.5,312,110.3,277,63.3,343,-0.019,229,,,
2014,Ball St.,MAC,96.5,305,109.6,259,65.9,112,-0.022,230,,,
2014,Bethune-Cookman,MEAC,96.5,306,116.8,341,60.7,332,-0.061,313,,,
2011,UIC,Horz,96.5,283,104.5,199,64.2,234,-0.041,281,,,
2009,Charleston So.,BSth,96.5,270,112.1,322,65,183,-0.005,176,,,
2009,William & Mary,CAA,96.5,271,102.5,166,60.9,315,-0.094,334,,,
2008,Sam Houston,Slnd,96.5,274,93.8,26,67.6,87,0.022,116,,,
2006,James Madison,CAA,96.5,273,113.2,317,66.2,126,0.013,136,,,
2004,Fordham,A10,96.5,276,106.4,226,66.4,139,0.014,135,,,
2003,Massachusetts,A10,96.5,259,99.8,120,64.9,258,-0.011,191,,,
2022,Presbyterian,BSth,96.4,296,104.5,214,64.1,328,-0.044,283,,,
2022,Loyola Maryland,Pat,96.4,297,104.9,220,64.6,316,-0.037,265,,,
2020,Brown,Ivy,96.4,278,101.1,143,69.4,113,0.12,5,,,
2020,Tennessee St.,OVC,96.4,279,104.6,222,69.3,121,0.054,47,,,
2020,UIC,Horz,96.4,280,99.5,115,69.5,105,-0.004,195,,,
2020,Mount St. Mary's,NEC,96.4,281,107.5,283,63.2,345,-0.074,323,,,
2019,Southern Utah,BSky,96.4,311,105.8,199,71.2,35,0.044,75,,,
2017,South Fla.,Amer,96.4,313,107.7,233,68.8,137,-0.021,236,,,
2016,New Orleans,Slnd,96.4,313,111.4,295,72.2,24,-0.059,314,,,
2014,Hampton,MEAC,96.4,307,100.8,96,69.7,15,0,188,,,
2014,Saint Francis (PA),NEC,96.4,308,111.1,279,61.1,326,0.038,90,,,
2013,Dartmouth,Ivy,96.4,280,106.7,255,63.1,234,-0.008,203,,,
2013,Norfolk St. ,MEAC,96.4,281,100.6,135,67.1,60,0.112,5,,,
2011,Illinois St.,MVC,96.4,284,102.5,142,62.3,307,-0.008,201,,,
2011,Samford,SC,96.4,285,110.9,308,59.8,334,0.075,23,,,
2011,Manhattan,MAAC,96.4,286,111.1,310,62.4,304,0.026,114,,,
2010,Eastern Wash.,BSky,96.4,270,106.8,253,67.9,74,-0.01,199,,,
2010,Lamar University,Slnd,96.4,271,108.5,282,67.7,83,0.053,51,,,
2009,South Carolina St.,MEAC,96.4,272,106.6,250,68.5,56,-0.014,207,,,
2007,Ball St.,MAC,96.4,282,101.4,113,63.1,271,-0.089,322,,,
2005,UC Santa Barbara,BW,96.4,260,101.6,142,60.8,313,-0.01,189,,,
2005,Stetson,ASun,96.4,261,109.2,281,66,170,0.015,124,,,
2004,Morgan St.,MEAC,96.4,277,111.2,301,68.2,71,0.008,149,,,
2003,South Carolina St. ,MEAC,96.4,260,105,221,71.7,21,0.115,6,,,
2003,Idaho,BW,96.4,261,101,142,62.3,301,0.012,134,,,
2023,Stony Brook,CAA,96.3,334,110.8,289,64.3,329,0.022,125,,,
2022,San Diego,WCC,96.3,298,101.3,141,65.6,262,0.09,26,,,
2020,Prairie View **,SWAC,96.3,282,100.5,131,70.7,61,-0.001,186,,,
2020,Lamar University,Slnd,96.3,283,102.5,180,69.6,99,0.003,176,,,
2019,Army West Point,Pat,96.3,312,103.2,147,69.8,75,-0.028,252,,,
2018,Middle Tenn. ,CUSA,111.3,67,96.6,35,66.5,259,0.008,154,,,
2017,Binghamton,AE,96.3,314,110,282,65.9,279,-0.009,206,,,
2017,North Texas,CUSA,96.3,315,110.8,294,70.2,73,-0.08,331,,,
2017,McNeese,Slnd,96.3,316,110.3,288,69.9,85,-0.057,309,,,
2016,Maine,AE,96.3,314,114.5,331,76.8,4,0.03,98,,,
2015,Jacksonville,ASun,96.3,306,116.1,341,63.8,204,-0.023,234,,,
2015,Marshall,CUSA,96.3,307,104.3,169,69.9,8,-0.049,292,,,
2014,The Citadel,SC,96.3,309,118.5,345,63.5,240,-0.046,283,,,
2011,Winthrop,BSth,96.3,287,101.1,122,64.9,196,-0.04,277,,,
2010,Navy,Pat,96.3,272,109,289,70.7,20,0.077,25,,,
2010,Liberty,BSth,96.3,273,108.4,278,65.7,186,0.049,61,,,
2008,Eastern Wash.,BSky,96.3,275,104.4,188,64,215,-0.032,252,,,
2008,Idaho,WAC,96.3,276,109.7,285,64.2,205,-0.004,181,,,
2008,Long Beach St.,BW,96.3,277,111.2,306,62.9,267,-0.082,330,,,
2023,IUPUI,Horz,96.2,335,118,359,67.2,187,-0.076,333,,,
2022,Central Mich.,MAC,96.2,299,110,304,67.5,149,-0.001,176,,,
2022,UMass Lowell,AE,96.2,300,102.9,175,67.5,151,-0.063,311,,,
2021,Kansas City,Sum,96.2,278,100.2,129,62.5,352,-0.074,317,,,
2021,IUPUI,Horz,96.2,279,105.5,243,72.1,28,0.076,36,,,
2020,Troy,SB,96.2,284,106.6,268,69.3,119,-0.027,256,,,
2020,Bucknell,Pat,96.2,285,102.9,189,69.5,107,0.004,174,,,
2020,CSU Bakersfield,WAC,96.2,286,104.9,228,64.9,321,-0.063,318,,,
2019,UMBC,AE,96.2,313,102,119,65,311,0.078,24,,,
2018,Old Dominion,CUSA,108.8,103,96.6,34,64.5,331,0.041,76,,,
2015,Arkansas St.,SB,96.2,308,107,222,65.7,108,0.023,126,,,
2014,IUPUI,Sum,96.2,310,114.3,328,64.2,210,-0.037,261,,,
2010,Elon,SC,96.2,274,106.3,245,66.9,122,-0.022,237,,,
2010,Santa Clara,WCC,96.2,275,103.6,191,65.9,180,0.015,124,,,
2010,South Alabama,SB,96.2,276,104.7,217,64.7,226,0.117,6,,,
2010,UNC Greensboro,SC,96.2,277,104.8,219,66.6,132,-0.03,252,,,
2010,Norfolk St.,MEAC,96.2,278,107.2,262,71.2,13,-0.026,245,,,
2009,Stetson,ASun,96.2,273,104,193,67.2,92,0.015,130,,,
2008,Rutgers,BE,96.2,278,98.8,80,64.6,190,0.022,117,,,
2007,TCU,MWC,96.2,283,98.1,61,66.8,120,0.037,82,,,
2007,LIU Brooklyn,NEC,96.2,284,112.1,307,67.3,103,0.024,123,,,
2006,Southern U. ,SWAC,96.2,274,99.6,106,64.8,185,0.081,19,,,
2004,Long Beach St.,BW,96.2,278,110.3,290,65.3,183,-0.008,185,,,
2022,Mount St. Mary's,NEC,96.1,301,102.6,170,63.3,341,-0.036,261,,,
2022,Ga. Southern,SB,96.1,302,103.4,188,66,245,0.038,102,,,
2021,High Point,BSth,96.1,280,107.3,277,66.1,277,-0.033,253,,,
2020,ULM,SB,96.1,287,103.7,201,64.9,322,-0.056,311,,,
2019,Robert Morris,NEC,96.1,314,104.9,176,66.3,250,0.034,95,,,
2019,St. Francis Brooklyn,NEC,96.1,315,105.6,195,68.3,138,0.045,72,,,
2019,Binghamton,AE,96.1,316,112.9,322,65.8,273,0.003,175,,,
2018,Florida St. ,ACC,114.3,43,96.5,33,71.2,45,-0.029,261,,,
2017,Radford,BSth,96.1,317,107.8,235,64,325,0.06,40,,,
2015,College of Col. of Charleston,CAA,96.1,309,105.5,185,60.8,322,-0.075,325,,,
2014,New Orleans,Slnd,96.1,311,111.4,284,70.1,13,0.065,38,,,
2014,Prairie View,SWAC,96.1,312,113,318,65.9,113,0.005,174,,,
2013,A&M-Corpus Christi,Slnd,96.1,282,111,316,60.8,310,-0.04,278,,,
2010,Yale,Ivy,96.1,279,106.5,248,66.4,149,-0.036,267,,,
2010,CSU Bakersfield,ind,96.1,280,108.2,276,67,120,-0.015,216,,,
2009,Penn,Ivy,96.1,274,105.8,235,67.2,88,-0.032,258,,,
2009,Coastal Carolina,BSth,96.1,275,107.6,269,66.2,132,-0.049,293,,,
2008,Southeast Mo. St.,OVC,96.1,279,111.7,316,74.4,4,0.04,77,,,
2008,Campbell,ASun,96.1,280,108.8,269,68.5,61,-0.051,293,,,
2008,N.C. A&T,MEAC,96.1,281,111.5,311,67.3,95,0.091,12,,,
2008,Penn,Ivy,96.1,282,108.8,268,68.4,62,0.078,22,,,
2007,N.C. A&T,MEAC,96.1,285,108.7,244,70.9,24,-0.014,212,,,
2005,South Alabama,SB,96.1,262,102.3,155,63.4,270,-0.028,242,,,
2003,San Jose St.,WAC,96.1,262,107.9,268,65.2,245,0.013,130,,,
2023,CSUN,BW,96,336,109.9,267,65.5,283,-0.002,204,,,
2023,Lindenwood,OVC,96,337,112.7,322,67,202,0.004,181,,,
2023,CSU Bakersfield,BW,96,338,105.4,173,63.3,346,0.001,191,,,
2022,UT Martin,OVC,96,303,108.7,282,68.9,84,-0.041,276,,,
2021,Tennessee Tech,OVC,96,281,109.9,316,68.8,142,-0.055,292,,,
2021,New Hampshire,AE,96,282,105.8,249,66.4,266,0.056,57,,,
2020,Milwaukee,Horz,96,288,104.9,232,69.5,102,-0.015,227,,,
2020,North Ala.,ASun,96,289,105.6,248,70.1,83,-0.011,216,,,
2020,Jacksonville,ASun,96,290,102.5,183,66.6,262,-0.072,322,,,
2019,Fairfield,MAAC,96,317,107.5,235,67.8,160,-0.094,341,,,
2018,Evansville,MVC,99.3,266,96.5,32,65.7,295,0.015,138,,,
2017,Seattle U,WAC,96,318,104.7,177,67.6,208,-0.023,242,,,
2015,FIU,CUSA,96,310,104.6,174,64.6,159,0.09,14,,,
2014,UNCW,CAA,96,313,105.7,180,62.2,296,-0.043,274,,,
2013,McNeese,Slnd,96,283,108.2,278,62.9,245,0.089,12,,,
2013,Rice,CUSA,96,284,113.4,334,61.5,295,-0.032,261,,,
2011,UMBC,AE,96,288,118.3,343,66.9,85,0.026,115,,,
2011,N.C. Central,ind,96,289,111,309,65.6,157,0.088,16,,,
2009,Campbell,ASun,96,276,102.6,169,68.7,49,-0.053,300,,,
2009,Iona,MAAC,96,277,98.7,85,63.8,236,-0.065,311,,,
2009,St. Francis Brooklyn,NEC,96,278,109.7,298,66.2,131,0.021,114,,,
2006,Yale,Ivy,96,275,104.7,195,68.4,60,0.069,32,,,
2005,Northern Colo.,ind,96,263,113,318,67.1,117,-0.021,217,,,
2005,Washington St.,P10,96,264,86.9,1,57.8,327,-0.048,271,,,
2005,Towson,CAA,96,265,111,299,64.3,238,-0.062,294,,,
2005,Idaho,BW,96,266,104.5,202,63.6,267,-0.049,274,,,
2005,Florida A&M,MEAC,96,267,111.8,309,67.7,102,0.101,10,,,
2004,Radford,BSth,96,279,109,275,65.9,164,-0.01,192,,,
2003,Boise St.,WAC,96,263,97.5,80,66.7,178,-0.032,253,,,
2023,Lafayette,Pat,95.9,339,104.5,152,63,350,-0.064,318,,,
2020,Holy Cross,Pat,95.9,291,117.3,348,68.3,177,-0.042,288,,,
2020,Cal St. Fullerton,BW,95.9,292,104.5,218,69.3,114,0.01,160,,,
2019,Grambling,SWAC,95.9,318,104.4,165,69.6,82,-0.044,282,,,
2018,Purdue ,B10,122.7,2,96.4,31,67.2,223,0.006,163,,,
2017,Miami (OH),MAC,95.9,319,106,197,68.6,148,0.052,54,,,
2016,Coppin St.,MEAC,95.9,315,113.1,318,69.9,87,-0.041,279,,,
2015,Saint Louis,A10,95.9,311,105.8,194,62.8,261,0.065,43,,,
2015,Southeastern La.,Slnd,95.9,312,108.8,263,66.2,82,-0.098,342,,,
2012,North Dakota,GWC,95.9,286,104.3,203,66.6,94,0.026,105,,,
2011,Jacksonville St.,OVC,95.9,290,108.1,266,61.4,323,-0.078,325,,,
2010,Rice,CUSA,95.9,281,104.4,210,65.7,184,-0.081,334,,,
2010,UT Arlington,Slnd,95.9,282,103.6,193,70.9,16,0.011,135,,,
2009,Arkansas St.,SB,95.9,279,101.1,134,64.3,215,-0.069,316,,,
2009,Houston Baptist,ind,95.9,280,114.1,336,70.3,20,-0.051,297,,,
2009,Centenary,Sum,95.9,281,103.2,177,66,138,-0.048,291,,,
2008,Radford,BSth,95.9,283,110.2,298,68.2,68,0.026,107,,,
2008,Southeastern La.,Slnd,95.9,284,100.5,103,64.1,213,0.002,162,,,
2005,ULM,Slnd,95.9,268,110,294,64.8,223,-0.07,307,,,
2020,Jacksonville St.,OVC,95.8,293,105.5,245,68.1,189,-0.078,328,,,
2020,UC Riverside,BW,95.8,294,99.8,118,63.2,347,-0.029,261,,,
2018,San Diego St. ,MWC,110.5,77,96.4,30,68.8,142,-0.032,265,,,
2017,Mississippi Val.,SWAC,95.8,320,118.3,347,71.3,43,0.025,118,,,
2016,South Alabama,SB,95.8,316,104.1,159,69.6,95,0.084,24,,,
2013,Jacksonville,ASun,95.8,285,107.9,272,67.7,48,0.068,30,,,
2013,Ga. Southern,SC,95.8,286,107,257,60.9,307,0.012,148,,,
2013,Brown,Ivy,95.8,287,101.7,152,63.3,231,0.042,72,,,
2008,Bucknell,Pat,95.8,285,103.3,166,62.2,286,0.048,60,,,
2008,Idaho St.,BSky,95.8,286,109.9,288,60,324,0.092,11,,,
2006,Binghamton,AE,95.8,276,99,96,63.3,253,0.015,129,,,
2006,San Jose St.,WAC,95.8,277,99.3,102,67.9,70,-0.14,331,,,
2006,Monmouth ,NEC,95.8,278,96.4,57,64.6,202,0.018,120,,,
2005,Stony Brook,AE,95.8,269,104.9,215,64.7,231,0.037,80,,,
2004,Western Ill.,MCon,95.8,280,112.9,316,67.3,109,-0.057,276,,,
2003,IPFW,ind,95.8,264,106.9,252,68.6,94,0.057,46,,,
2022,Portland St.,BSky,95.7,304,103.4,187,71,21,-0.015,211,,,
2021,McNeese,Slnd,95.7,283,114.5,353,68.5,156,-0.09,329,,,
2018,St. John's (NY),BE,106.5,141,96.2,29,69.4,110,-0.016,221,,,
2016,Fla. Atlantic,CUSA,95.7,317,108.1,235,67.5,204,-0.033,262,,,
2016,Jackson St.,SWAC,95.7,318,102.3,123,67.3,219,-0.004,184,,,
2016,N.C. A&T,MEAC,95.7,319,114.7,332,67.6,199,0.03,96,,,
2015,Montana St.,BSky,95.7,313,110.8,300,65.3,124,-0.056,309,,,
2013,UMBC,AE,95.7,288,109.6,299,65.9,112,-0.01,209,,,
2012,Boston College,ACC,95.7,287,104.3,204,63.8,241,0.048,61,,,
2011,Jackson St.,SWAC,95.7,291,106.1,237,63.2,273,-0.002,187,,,
2008,Eastern Ill.,OVC,95.7,287,114.1,329,61.6,299,-0.024,229,,,
2008,Ball St.,MAC,95.7,288,102.9,156,61.1,308,-0.048,289,,,
2006,Jackson St.,SWAC,95.7,279,106,220,70.3,21,0.008,147,,,
2006,South Fla.,BE,95.7,280,96.7,64,61.6,297,-0.104,324,,,
2005,Morehead St.,OVC,95.7,270,110,293,64.9,221,0.033,93,,,
2004,Northwestern St.,Slnd,95.7,281,105.3,196,72.5,9,-0.057,277,,,
2004,Wagner,NEC,95.7,282,107.6,250,65.9,165,0.074,29,,,
2003,Grambling,SWAC,95.7,265,111.8,308,71.9,17,0.04,73,,,
2003,Southeastern La.,Slnd,95.7,266,106.2,242,65.9,210,0.024,103,,,
2022,Dixie St.,WAC,95.6,305,104.9,219,71.4,17,0.032,112,,,
2021,N.C. A&T,MEAC,95.6,284,106.7,268,70.6,73,0.078,32,,,
2019,Charlotte,CUSA,95.6,319,106.8,224,64.5,325,-0.005,196,,,
2018,Rutgers,B10,99.2,270,96.2,28,66,281,-0.043,283,,,
2018,Georgia,SEC,107.5,122,95.9,27,64.4,334,0.01,146,,,
2014,Longwood,BSth,95.6,314,118.5,344,66.6,80,-0.043,270,,,
2014,Fairfield,MAAC,95.6,315,104.5,160,64.5,185,-0.019,223,,,
2011,Louisiana Tech,WAC,95.6,292,102.7,148,65.4,165,-0.006,197,,,
2011,LSU,SEC,95.6,293,101.2,123,64.7,204,-0.055,301,,,
2010,Hartford,AE,95.6,283,111.4,322,62.8,292,-0.038,274,,,
2007,South Carolina St.,MEAC,95.6,286,108.5,240,64.5,213,0,180,,,
2007,Charleston So.,BSth,95.6,287,115.1,331,64.1,235,-0.009,199,,,
2007,Mount St. Mary's,NEC,95.6,288,104.1,156,64.5,216,-0.041,268,,,
2006,Arkansas Little Rock,SB,95.6,281,100.9,127,64.6,200,0.012,137,,,
2006,East Carolina,CUSA,95.6,282,106.3,228,63.3,250,-0.031,242,,,
2006,CSUN,BW,95.6,283,104.8,196,69.3,38,0.038,76,,,
2006,Stetson,ASun,95.6,284,107.5,248,62.7,263,0.026,102,,,
2005,Nicholls,Slnd,95.6,271,114.3,323,70.8,26,-0.104,324,,,
2004,Stetson,ASun,95.6,283,107.4,245,65.1,190,0.099,11,,,
2004,App State,SC,95.6,284,100.7,114,69.9,29,-0.088,309,,,
2004,Eastern Ill.,OVC,95.6,285,107.9,253,68.2,77,-0.07,295,,,
2004,Hartford,AE,95.6,286,109.7,284,64,235,0.041,67,,,
2003,Dartmouth,Ivy,95.6,267,108.1,271,60.5,316,-0.058,288,,,
2003,High Point,BSth,95.6,268,113.4,318,68.2,111,-0.03,245,,,
2022,Air Force,MWC,95.5,306,104,208,63.2,342,0.068,48,,,
2022,Northern Ariz.,BSky,95.5,307,112.4,340,65.1,284,0.007,157,,,
2022,Chicago St.,WAC,95.5,308,113.1,344,65.6,257,0.04,90,,,
2021,San Jose St.,MWC,95.5,285,112.3,338,71.8,38,0.006,161,,,
2021,Eastern Ill.,OVC,95.5,286,108.7,298,68.9,138,-0.004,189,,,
2021,Southeast Mo. St.,OVC,95.5,287,105.5,242,68.4,158,-0.003,185,,,
2020,USC Upstate,BSth,95.5,295,110.8,320,69.2,128,0.036,88,,,
2019,SFA,Slnd,95.5,320,108.4,254,68.8,112,0.036,91,,,
2018,South Carolina,SEC,105.6,161,95.7,25,68.7,153,0.003,169,,,
2018,UNC Greensboro ,SC,104.9,174,95.7,26,65.2,317,-0.024,244,,,
2017,Alcorn,SWAC,95.5,321,106,198,67.8,201,0.048,63,,,
2014,Grambling,SWAC,95.5,316,122.1,351,66,107,-0.017,220,,,
2014,Maine,AE,95.5,317,116,336,73,3,0.01,160,,,
2012,Wright St.,Horz,95.5,288,99.6,108,62.1,296,-0.001,176,,,
2010,Radford,BSth,95.5,284,100.5,123,67.9,75,0.066,40,,,
2010,UMBC,AE,95.5,285,114.7,344,66.2,162,-0.071,323,,,
2010,Saint Francis (PA),NEC,95.5,286,111.9,329,63.8,266,0.028,95,,,
2009,Princeton,Ivy,95.5,282,104.3,198,57.6,342,-0.034,268,,,
2008,South Carolina St.,MEAC,95.5,289,112.1,320,70.3,21,0.057,45,,,
2007,Navy,Pat,95.5,289,106,191,64.8,208,0.032,95,,,
2005,Columbia,Ivy,95.5,272,104.4,197,66.1,166,-0.014,201,,,
2005,Rhode Island,A10,95.5,273,104.4,198,62,301,-0.025,229,,,
2005,Lipscomb,ASun,95.5,274,107.8,262,64.1,253,0.09,14,,,
2003,Stony Brook,AE,95.5,269,106.6,245,65.2,248,0.044,67,,,
2003,Stetson,ASun,95.5,270,111.8,307,71.9,16,-0.013,197,,,
2020,Charleston So.,BSth,95.4,296,109.1,308,66.9,250,0.033,98,,,
2020,Eastern Ky.,OVC,95.4,297,104.9,230,74.5,6,0.07,27,,,
2020,Bethune-Cookman,MEAC,95.4,298,105.8,254,73,20,0.012,154,,,
2020,Purdue Fort Wayne,Sum,95.4,299,103.8,204,67.9,205,-0.006,202,,,
2020,Saint Peter's,MAAC,95.4,300,97.3,80,68,197,0.023,121,,,
2019,George Washington,A10,95.4,321,106.2,211,67.2,197,-0.009,208,,,
2018,Florida ,SEC,114.5,41,95.5,24,67.1,226,-0.059,310,,,
2018,Baylor ,B12,111.5,62,95.5,23,66.7,249,-0.079,335,,,
2017,N.C. A&T,MEAC,95.4,322,123.1,351,62.8,341,-0.086,337,,,
2017,UTSA,CUSA,95.4,323,102.7,127,68.1,186,0.016,145,,,
2017,Saint Louis,A10,95.4,324,105,181,63.5,331,0.082,11,,,
2015,Fairfield,MAAC,95.4,314,106.3,206,61.2,313,-0.085,334,,,
2013,Siena,MAAC,95.4,289,108.1,275,62.6,258,0.021,128,,,
2012,SIUE,OVC,95.4,289,110.5,303,67.7,53,0.06,38,,,
2009,Georgia,SEC,95.4,283,98.3,76,68.1,64,-0.005,177,,,
2007,Central Ark.,Slnd,95.4,290,106.9,215,63.7,249,-0.049,286,,,
2006,Coppin St.,MEAC,95.4,285,107.2,243,65.6,145,0.047,57,,,
2005,Sacramento St.,BSky,95.4,275,108,264,70.3,34,0.087,15,,,
2005,Montana St.,BSky,95.4,276,103,173,67.9,94,0.001,158,,,
2004,Stony Brook,AE,95.4,287,110.1,289,64,236,0.016,129,,,
2003,Buffalo,MAC,95.4,271,105.8,232,66.8,175,-0.127,326,,,
2023,Lamar University,Slnd,95.3,340,115.5,348,65.9,266,0.004,183,,,
2023,Prairie View,SWAC,95.3,341,103.4,130,68.1,149,-0.049,296,,,
2022,Radford,BSth,95.3,309,105.5,234,64.1,326,0.023,130,,,
2022,Navy,Pat,95.3,310,96.5,60,64.7,306,0.037,103,,,
2019,North Ala.,ASun,95.3,322,105.3,184,68.4,135,0.006,167,,,
2016,Boston College,ACC,95.3,320,100.8,100,66.7,246,-0.058,313,,,
2014,UMass Lowell,AE,95.3,318,111.4,285,62.7,280,0.063,43,,,
2014,Central Ark.,Slnd,95.3,319,113.1,319,70.7,8,-0.009,206,,,
2013,Manhattan,MAAC,95.3,290,94.4,41,60.7,311,-0.021,237,,,
2013,Winthrop,BSth,95.3,291,105.9,245,59.8,326,0.037,91,,,
2012,Gardner-Webb,BSth,95.3,290,104.6,208,63.9,232,-0.031,254,,,
2012,Loyola Chicago,Horz,95.3,291,106.1,242,59.5,336,-0.055,299,,,
2012,Saint Francis (PA),NEC,95.3,292,110.5,304,63,271,-0.049,283,,,
2009,Brown,Ivy,95.3,284,109.1,292,64.2,222,-0.015,211,,,
2009,Yale,Ivy,95.3,285,102.2,158,65.4,161,-0.015,209,,,
2008,Oregon St.,P10,95.3,290,103.3,164,65.1,174,-0.051,294,,,
2008,Furman,SC,95.3,291,108.6,265,64,218,0.006,154,,,
2008,Morehead St.,OVC,95.3,292,107.9,250,62.6,274,0.093,9,,,
2006,Bethune-Cookman,MEAC,95.3,286,109.3,280,66.4,119,0.085,18,,,
